input_size,divide_and_conquer,brute_force
4605,0.000146226,0.008226851
4610,0.000147348,0.008267609
4615,0.000147951,0.008261608
4620,0.000147004,0.008277067
4625,0.000148216,0.008303204
4630,0.000149733,0.008339028
4635,0.000148058,0.008333432
4640,0.000148713,0.008348255
4645,0.000149326,0.008371515
4650,0.000150311,0.008395515
4655,0.000150261,0.008736047
4660,0.000151587,0.008662082
4665,0.000156222,0.008577934
4670,0.000151148,0.008467123
4675,0.000151974,0.008479679
4680,0.000151537,0.008497904
4685,0.000152053,0.008510481
4690,0.000151351,0.008557446
4695,0.000152402,0.008547725
4700,0.000152097,0.008570354
4705,0.000153053,0.008585598
4710,0.000152656,0.008610370
4715,0.000153454,0.008622265
4720,0.000153195,0.008641508
4725,0.000153416,0.008658541
4730,0.000153279,0.008679026
4735,0.000154584,0.008697593
4740,0.000153732,0.008711734
4745,0.000154317,0.008731717
4750,0.000154776,0.008776596
4755,0.000154445,0.008769878
4760,0.000154616,0.008786994
4765,0.000155274,0.008803697
4770,0.000154803,0.008831954
4775,0.000155521,0.008843027
4780,0.000154898,0.008860926
4785,0.000156321,0.008879310
4790,0.000155442,0.008898304
4795,0.000155462,0.009107994
4800,0.000180818,0.009154547
4805,0.000157153,0.008990307
4810,0.000156735,0.009003914
4815,0.000157222,0.008988866
4820,0.000158146,0.009008168
4825,0.000157255,0.009027351
4830,0.000156919,0.009048517
4835,0.000157001,0.009069549
4840,0.000158418,0.009081951
4845,0.000157824,0.009103910
4850,0.000157697,0.009119577
4855,0.000157182,0.009139822
4860,0.000156761,0.009157689
4865,0.000157109,0.009204279
4870,0.000158611,0.009195285
4875,0.000158376,0.009213387
4880,0.000158402,0.009237994
4885,0.000159047,0.009252215
4890,0.000158203,0.009270879
4895,0.000158866,0.009289622
4900,0.000159134,0.009338032
4905,0.000159497,0.009349423
4910,0.000159965,0.009347595
4915,0.000159058,0.009367767
4920,0.000159399,0.009411511
4925,0.000160186,0.009464387
4930,0.000159638,0.009574966
4935,0.000164700,0.009444484
4940,0.000159936,0.009460894
4945,0.000159731,0.009479918
4950,0.000161429,0.009506657
4955,0.000160575,0.009518113
4960,0.000160593,0.009538359
4965,0.000160364,0.009558011
4970,0.000160318,0.009596339
4975,0.000159549,0.009621747
4980,0.000159937,0.009614466
4985,0.000159231,0.009638407
4990,0.000159493,0.009653389
4995,0.000160419,0.009671051
5000,0.000161723,0.009711485
