input_size,divide_and_conquer,brute_force
27090,0.000976875,0.283793606
27120,0.000980284,0.284392668
27150,0.000976804,0.286595879
27180,0.000978513,0.285739276
27210,0.000980796,0.288839102
27240,0.000985925,0.286971664
27270,0.000981452,0.287709994
27300,0.000984373,0.289224601
27330,0.000988136,0.288942637
27360,0.001124136,0.290129318
27390,0.001050218,0.290685686
27420,0.000987934,0.290732697
27450,0.000986195,0.291501898
27480,0.000990227,0.292898970
27510,0.000993688,0.293179479
27540,0.000990825,0.293726941
27570,0.000994310,0.293871186
27600,0.000991266,0.294633129
27630,0.000988550,0.295703555
27660,0.000991878,0.295997553
27690,0.000994309,0.297025765
27720,0.000994631,0.297621600
27750,0.000995116,0.298183652
27780,0.000997502,0.298874337
27810,0.001002198,0.300062475
